institute,field,why,expectations,level,advice,rating_value,expectations_grade,level_grade,predictions
אוניברסיטת תל אביב,חשבונאות,תחום הפיננסים מעניין אותי מגיל צעיר ואני מאמין שחשבונאות היא הבסיס להבנת עולם זה.,כן. בצורה הכללית לומדים את רזי החשבונאות.,רמה גבוה מאד.,הכי חושב להחזיק עבודה במקביל ללימודים ; ככה שומרים על שפיות וחוסכים כסף לטוס למקסיקו לנקות את הראש בקיץ.,9,1.0,10.0,9
אוניברסיטת תל אביב,חשבונאות,"כי זה מעניין, והעבודה מובטחת",מאוד כיף ומאוד מעניין וגם החברה טובה,רמה מאוד גבוהה,לא להחליט לפי שמועות כי בכל מקום אפשר לבנות. אז לבחור לפי הרמה של מוסד הלימודים,10,10.0,10.0,10
אוניברסיטת תל אביב,חשבונאות,"אפשרויות תעסוקה רחבות, קידום, סטטוס,מקצוע נחשב, כסף, עניין","אומנם חוג בעל אוריינטציה עסקית ואכן יכול להקנות ידע וכלים שימושיים בעתיד, אבל חסר עניין ומשעמם.","רמת הלימודים גבוהה, אך יש מספר מרצים/מתרגלים שאינם מתאימים עצמם לרמה הנלמדת",שיקחו את התואר בקלות. להיות לחוץ לא בהכרח מניב תוצאות טובות ואפילו להיפך.,9,8.0,5.0,9
אוניברסיטת תל אביב,חשבונאות,התחום הפיננסי מרתק אותי,אני מאוד נהנה מהלימודים,מתרגלים היו יכולים להיות יותר טובים. יש מצויינים אבל 50-50,"במידה והתחום הפיננסי מעניין אתכם באמת, ואתם לא פונים אליו רק כי אתם ""רוצים לעשות כסף"" - כלכלה וחשבונאות זה מסלול מצויין",7,10.0,5.0,7
אוניברסיטת תל אביב,חשבונאות,"המלצות של חברים, שיחות","המסלול כולל שילוב דו חוגי עם כלכלה שממנו אני מרוצה הרבה פחות, תואר מאוד מאכזב, רמת מרצים נמוכה בד""כ, מאוד תיאורטי","בחשבונאות בקורסי הליבה הרמה היא גבוהה, הבעיה היא עם כל הקורסים הצדדים שלא ברור למה הם קיימים - לומדים בע""פ",לברוח מכלכלה,8,1.0,1.0,8
אוניברסיטת תל אביב,חשבונאות,מקצוע מעניין עם הרבה כסף,הנושא מעניין אותי ואני נהנה מהחומר וממה שאני לומד,אני מרוצה בסך הכל אבל השעות לא שעות ואין הרבה אפשרויות כדי שיהיה אפשר לבנות מערכת נוחה,"תואר מעניין אבל לא פשוט, צריך להשקיע",6,10.0,9.0,6
אוניברסיטת תל אביב,חשבונאות,משכורת גבוהה בשלב יחסית מוקדם של הקריירה ואפיקי התפתחות מגוונים.,אני מרגיש שתחום הכספם מושך אותי ומעניין אותי,"הרמה גבוהה מאוד, המתרגלים מקצועיים וכמות הסטודנטים בכיתה סבירה.",לוודא שהם מתעניינים בתחום הכספים,8,10.0,10.0,8
אוניברסיטת תל אביב,חשבונאות,עניין אותי יותר מהכל,רמה גבוהה ומעניין,גבוהה מאוד,"לטייל לפני, כי אין זמן במהלך התואר, לתרגל טוב לפני מבחנים",10,10.0,10.0,10
אוניברסיטת תל אביב,משפטים,"ביקשתי לשלב תחום שעניין אותי מאוד והתמחיתי בו במסגרת המסלול לבגרות בתיכון- תקשורת, יחד עם תחום שנראה לי מעניין ומאתגר וגם פרקטי- משפטים.","דווקא התחום בו בחרתי מתוך פחות עניין- משפטים, הפתיע וסחף, והפך לתואר המרכזי שנהניתי ממנו במהלך הלימודים",לעתים התואר תיאורטי מידי ואינו נותן מענה לפן המעשי. בייחוד התואר בתקשורת באוניברסיטה.,"לימודי המשפטים מומלצים מאוד באוניברסיטת תל אביב, לצד זאת, הלימודים תובעניים, וחשוב לא להיות מושפע מהלחץ של יתר הסטודנטים בתואר. בסופו של דבר, אם רוצים באמת, אפשר לצלוח את התואר ברוגע ולשלב עבודה והתנדבויות שונות.",8,9.0,5.0,8
אוניברסיטת תל אביב,משפטים,"כי לא ידעתי בדיוק מה אני רוצה, וזה היה התחום שהכי עניין אותי ואפשר הכי הרבה גמישות.","מבחינת הלימודים, המסלול ענה על הציפיות","יש נסיון להפוך את הלימודים באוניברסיטה ללימודים בתיכון- יש דרישת נוכחות, מעבירים בחני פתע וקצת מפספסים את המטרה לטעמי...",לקחת קורסים ממגוון תחומים על מנת לא להגביל את המשך הדרך המקצועית,7,10.0,1.0,7
אוניברסיטת תל אביב,משפטים,"לא ידעתי במה לבחור, נראתה לי אופציה מתאימה שתאפשר מבחר גדול של עיסוקים בעתיד",הלימודים היו פחות מעניינים שציפיתי.,"רוב השיעורים הועברו בצורה משעממת, לא משקיעים בסטודנטים, אין הנחיה צמודה, ואין למי לפנות בבעיות.",להתעניין מה קורה אחרי שמסיימים את הלימודים..,4,10.0,1.0,8
אוניברסיטת תל אביב,משפטים,"בחרתי במסלול של משפטים חשבונאות ע""מ לרכוש שני מקצועות.. משפטים זה תואר מעניין וחשבונאות פרקטי","הקורסים מעניינים.. והתואר של ת""א נחשב למכובד ברוב המקומות",מרוצה מאוד,בחוג לחשבונאות צריך להשקיע המון בשיעורי בית אבל זה משתלם,8,5.0,10.0,8
אוניברסיטת תל אביב,משפטים,"תמיד רציתי להיות עו""ד.","אני עובד כיום כעו""ד ומאוד נהנה מזה. תחום המשפטים הוא תחום נהדר שפותח דלת להרבה מקצועות.","תואר טוב ממוסד נחשב ומעולה (אונ' ת""א יותר חשובה מהתואר במשפטים שאפשר לקבל כמעט בכל מכללה).",תעשו חיים ותפיקו מהתואר את המיטב והמירב (בין לבין תשתדלו להוציא ציונים טובים...).,8,10.0,5.0,8
אוניברסיטת תל אביב,משפטים,"דרך האלימינציה, לא ידעתי מה לבחור","הלימודים מעניינים, המקצוע מגעיל","התואר מעניין, לא תואם את הפרקטיקה","לברר טוב יותר על איך נראית הפרקטיקה של עוה""ד",7,8.0,1.0,7
אוניברסיטת תל אביב,משפטים,המסלול מקנה כלים הרלוונטיים מאד לתחומי העיסוק והעניין שלי,המסלול תיאורטי ואקדמי וחסר אלמנטים פרקטיים נוספים,בינוני,"מתעניין שאינו בטוח שרוצה להיות עו""ד מקצועי מאד או אינו זקוק לידע לצורך פעילויותיו שיוותר על המסלול.",8,5.0,4.0,8
אוניברסיטת תל אביב,משפטים,עניין ורצון לעסוק במקצוע,היה מאוד מעניין והצלחתי להשתלב בתחום,"מעניין, יוקרתי מלמד המון. מרצים וסטונדטים מהשורה הראשונה.",להתמקד אך ורק בלימודים בזמן התואר.,9,10.0,10.0,9
אוניברסיטת תל אביב,משפטים,"בחרתי מלכתחילה בלימודי משפטים וממשל בבינתחומי, עקב המעבר נאלצתי לוותר על החוג המשני","משפטים בפני עצמו מאפשר צלילה לתחום, אבל מייצר תחושת מיצוי די מהירה.","רמת המתרגלים והיחס מאוד שרירותי. לרוב מאוד קשים ולא נעימים.
המון סטודנטים לא קורס. עמוס מאוד",לטפח קבוצת לימוד איכותית.,4,5.0,9.0,8
אוניברסיטת תל אביב,משפטים,עניין,משיג את המטרה המקצועית,הרמה הגבוהה אך הכיתןת מלאות,השקעה ודקדקנות בפרטים,5,10.0,10.0,5
אוניברסיטת תל אביב,משפטים,עניין אותי,"הלימודים טובים (אם כי קשים מדי באופן לא מוצדק ביחס למוסדות אחרים), האוירה לא טובה",אין מספיק תרגולים,אל תלמדו בתל אביב אם אתם לא חולמים להיות שותפים במשרד עורכי דין גדול (:,7,1.0,1.0,7
אוניברסיטת תל אביב,משפטים,"התעניינתי בסוציולוגיה ואנתרופולוגיה מראש. במשפטים בחרתי ברגע האחרון, לא מתוך ידיעה כלשהי.","אפילו עולה על הציפיות. באמת פותח עולם שלם, במיוחד השילוב הייחודי (אף אחד אחר שאני מכירה לא לומד משפטים + סוציולוגיה ואנתרופולוגיה), נוגע בכל תחום ואפשר לקחת להמון מקומות.",גבוהה.,ללמוד מה שמעניין.,8,10.0,10.0,8
אוניברסיטת תל אביב,משפטים,"חלום ילדות להיות עו""ד",כיף לי,רוב הסטודנטים בפקולטה הם בטופ והתחרות קשה ובריאה,אין צורך בלימודים אקדמאיים- פשוט תתחיל לעבוד מגיל צעיר,10,10.0,1.0,10
אוניברסיטת תל אביב,משפטים,עניין בעריכת דין,"כן, איי מרגישה שהמסלול חושף אותי לתכנים ייחודיים ושימושיים מאד",רמת החומר שמועבר וההרצאות הוא טוב מאד אבל הכיתות ענקיות וזה קצת פוגע,לקחת את הלימודים בפרופורציות הנכונות ולא להשתגע מכמות החומרים והעבודות,8,10.0,1.0,8
אוניברסיטת תל אביב,משפטים,מקצוע שעניין אותי תמיד. גם למדתי בתיכון במסלול של 5 יחידות לימוד באונ' העברית וראיתי שברצוני להמשיך איתו.,מקצועית- בערך. חברתית- ממש לא.,"כמות הסטודנטים בהרצאות גדולה, היחס של המרצים והמתרגלים נוראי. המתרגלים מגיעים לתרגולים לא מוכנים, בודקים עבודות/מבחנים בצורה שרירותית, לא נגישים, שלא לדבר על היחס לסטודנט.","שיבחרו אונ' אחרת שם ""אדם לאדם-אדם"" ולא ""אדם לאדם-זאב""- הן מבחינת סגל-סטודנט, והן מבחינת סטודנט-סטודנט.",3,1.0,1.0,3
אוניברסיטת תל אביב,משפטים,"רציתי ללמוד תואר נחשק, שיסלול לי את הדרך בעתיד, לא בהכרח בתחום הנ""ל.",קצת מאכזב,כמות סטודנטים גדולה. מתרגלים מצויינים וקשובים.,"הכל תלוי באנשים סביבך. אומנם חשוב ללמוד במקום טוב, עם מוניטין טוב- אבל האווירה הסטודנטיאלית חשובה לא פחות. בהצלחה.",8,9.0,10.0,8
אוניברסיטת תל אביב,משפטים,היה נראה לי מעניין,מסלול הלימודים מאוד מעניין ואפילו עלה על הציפיות שלי,רמה גבוהה ביותר,מסלול לימודים מעולה. הכי קרוב שאפשר ללימודים כללים אבל עם תכלית.,8,10.0,10.0,8
אוניברסיטת תל אביב,משפטים,תחום המשפטים עניין אותי ומעבר לזה זה היה נראה לי תחום פרקטי.,רציתי ללמוד במקביל גם פסיכולוגיה אבל לא הצלחתי לשלב בין המערכות.,הרמה גבוהה מאוד וכך גם הדרישות. לגבי נוכחות סטודנטים- ככל שמתקדמים בשנה כך הנוכחות פוחתת.,"לקחת הכל בקלות, זו התקופה הכי יפה...",8,5.0,5.0,8
אוניברסיטת תל אביב,משפטים,"בהתחלה בשיטת האלמינציה (לא היה משהו אחר שעניין אותי יותר) ואחר כך מתוך מחשבה שמשפטים זה תחום שמעניין אותי, יש בו הכנסה ויוקרה, ואני טובה בניתוח ובניסוח בע""פ ובכתב.",אני מרוצה מאוד מהלימודים ונהנית מהם.,"אין שיעורי עזר ותרגולים, יש יותר מדי סטודנטים בהרצאות, רוב המתרגלים של שנה א' כלל לא מסייעים ואין להם זמינות לסטודנטים",להכין את עצמם לדרישות התואר - קריאה של הרבה מאוד חומר.,5,10.0,1.0,5
אוניברסיטת תל אביב,משפטים,"התחום עניין אותי, היה תואר ראשון שפותח הרבה אפשרויות לקראת תואר שני ובכלל.","מעניין מאד, יתרום לי לעתיד",אין הרבה דרישות אבל רמת ההוראה גבוהה יחסית,"ללמוד באוניברסיטה ולא במכללה, פותח הרבה יותר אופציות לעתיד. כולל ממכללות שנחשבות ברמה גבוהה מאד כמו הבינתחומי והמכללה למנהל.",7,10.0,5.0,7
אוניברסיטת תל אביב,משפטים,היה נראה לי תואר מעניין.,חלק מהקורסים יותר ענו על ציפיותי וחלק פחות,לימודים מקצועיים אך יותר מידי אקדמים,לא לצפות ליחס ועזרה. נטו מקצועיות.,5,1.0,1.0,8
אוניברסיטת תל אביב,משפטים,"בעיני לימודי המשפטים הם תחום עניין חשוב לכל מי שמתעניין ומוצא עצמו מעורב בחיי החברה הישראלית, ענייני מדיניות פנים וחוץ ועוד. במידה רבה אני מרגיש שאני לומד את החדשות מנקודת מבט מעניינת וחשובה. בסופו של יום אינני יודע כמה זנן ואם בכלל ארצה להיות עו""ד בפועל אך אין ספק שהלימודים הם מעניינים ומאתגרים עבורי וזה מה שהיה לי חשוב.",אני חושב שהסברתי את זה כבר ללמעלה. אני חושב שבחרתי נכון ובלימודים מאוד תואמים את האישיות שלי בעתיד והמקומות אליהם ארצה להתפתח.,מצד טחד לימודים ושיעורים ברמה גבוהה. מצד שני מבחנים שמתאימים יותר למי שדווקא לא נכח בשיעורים ומתרגלים רבים שאינם מחוברים לקורס.,יש נטייה בשנים האחרונות ללמוד משפטים ועוד משהו. לדעתי לא כדאי לקבל החלטה לפני שמתחילים ורק בשנה ב כדי ללצוד על עצמך קודם כל.,7,10.0,5.0,7
אוניברסיטת תל אביב,משפטים,"במקרה. לא ידעתי מה אני רוצה ללמוד, נרשמתי למשפטים כעדיפות שניה אבל חשבתי שנרשמתי למשהו אחר וכשביקשתי להחליף בין העדיפויות (הראשונה אליה התקבלתי והשניה) גיליתי שמדובר במשפטים.",צפיתי ליותר הכשרה ופחות תיאוריה,"יותר מדי סטודנטים בהרצאות, בדיקת מבחנים שנראית מעט רנדומלית.","להבין שהשוק מוצף, אבל לא בבוגרים של אוניברסיטאות - להם תמיד יהיה ביקוש.",5,1.0,1.0,5
אוניברסיטת תל אביב,משפטים,מקצוע שרציתי ללמוד כל חיי,"הלימודים באמת ברמה מאוד גבוהה וחלקם מעניין
הרוב אבל - לא מעניין, לעיתים תיאורטי מדי
סטודנטים - רעים בד""כ ואין תחושה נעימה... בגלל בשל התחרותיות הרבה",רמה מאוד גבוהה.. לעיתים זה בעייתי - במיוחד לאנשים חלשים יותר..,ללמוד משפטים בתל אביב זה טוב. אבל צריך עור קשה והמון סבלנות :),9,1.0,1.0,9
אוניברסיטת תל אביב,משפטים,חשבתי שהוא יתאים לי מאחר שאני טיפוס הומני- אני אוהבת לקרוא ולהעמיק את ידיעותיי,"התואר היה מאוד תיאורטי לדעתי, ויש מקום לפתח את החלק המעשי כדוגמת הקליניקות אשר מסייעות בשטח לאנשים. כך יוצא לסטודנטים להכיר את המטריה יותר מקרוב ולקבל מושג מהו העולם המשפטי האמיתי שמחכה להם בחוץ.","ישנם מתרגלים טובים יותר או פחות, ישנם שיעורים ממש דלילים שכמעט ולא מגיעים אליו סטודנטים.","זהו תאור מצוין שנותן לך ארגז כלים- לא חובה להמשיך לאחר מכן להיות עורך דין. תמיד טוב לקבל השכלה משפטית, זה עוזר בהמון תחומים בחיים.",8,7.0,1.0,8
אוניברסיטת תל אביב,משפטים,תחום מעניין שיכול לפתוח דלתו בעתיד. ובעיקר כילא ידעתימה אני רוצה ללמוד..,יש תחומים יותר מעניינים ויש תחום פחות מעניינים,הרמה גבוהה אבל יש גם מתרגלים ברמה נמוכה. יש קורסים שסטודנטים בכלל לא באים אליהם.,לקחתאת הדברים בקלות,6,5.0,1.0,7
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,המקצוע עניין אותי מאז ומתמיד.,"הלימודים כוללים המון תיאוריה, היה חסר לימודים פרקטיים בתואר.",תואר מצויין עם אפשרויות תעסוקה רבות.,"ללמוד כי אוהבים את המקצוע, לא כי מרוויחים בו כסף טוב.",9,3.0,10.0,9
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,רציתי לעבוד בהייטק,מאתגר ומעניין,"תואר טוב, מעניין ונחשב","קחו באיזי.. בהתחלה הכל קשה, עד שמתרגלים ! :)",9,10.0,10.0,9
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,המלצה של אנשים ומסלול העתודה,"לא מסבירים הרבה באוניברסיטה. הבנתי שזה לא ככה במכללות. תואר מאוד קשה, יותר ממה שחשבתי",רמת החומר גבוהה,תבואו מוכנים לעבוד קשה,6,1.0,10.0,6
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,מתוך עניין בתחום.,"אין כיום הרבה עבודה בתחום (בעוד שכשהתחלתי, הייתה דרישה רבה).",המוסד לא נחמד במיוחד ומתסכל מאוד לעתים. סטודנט שאינו מצטיין עלול להקלע לקשיים מול הממסד האקדמי והמנהלי ואז מאוד לא נעים.,חפשו מסלול שמשלב תכנה בתואר.,6,5.0,1.0,6
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,תמיד רציתי לעסוק באלקטרוניקה,תחום העבודה מעניין מאוד. מסלול הלימוד מכין בעיקר בתחומים אקדמיים ולא תעשייה,"רלונטי, פרקטי ופותח דלתות",ללמוד טוב למבחנים,10,5.0,10.0,10
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,כי יש בזה הרבה כסף,בסוף זה עבודה קשה ולא כזה מעניינת,הוא יוקרתי ומאתגר אבל קשה מידי,ללמוד קשה ולהשקיע,6,1.0,1.0,6
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,המשך ישיר של הלימודים המקצועיים בתיכון,הקורסים דחפו ליצירתיות בפתרונות שמלווה אותי עד היום,התואר נותן רקע נרחב בתחומים רבים וומהווה סביבה בונה ומפתחת.,לקחת מסלול מחשבים הוא פותח אופציות נוספות להתפתחות ונותן המון כלים שימושיים,10,10.0,10.0,10
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"רציתי ללמוד אלקטרואטפטיקה, בנוסף זהו מקצוע רחב וידעתי שאוכל למצוא את עצמי בו","מצאתי עבודה, ולמדתי אלקטרואופטיקה","תואר מעולה ומעניין, מקנה המון אפשרויות מקצועיות לעתיד",לקחת בקלות ולא להתרגש מהשנה הראשונה - השנים שאחר כך קשות יותר,9,10.0,10.0,9
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,בחרתי במסלול הזה בגלל אהבתי לחשמל ואלקטרוניקה,אני יודע בוודאות שבחרתי במה שמתאים לי ואני אוהב את המקצוע,"רמת הידע של המרצים גבוהה מאוד,אך לא תמיד הם יודעים ללמד","הקושי הגדול שהיה לי בלימודים הוא שהתחלתי ללמוד אחרי שהתחתנתי.הטיפ שלי-לא לוותר על מקצוע שאוהבים,עדיף ללמוד לפני שבונים משפחה,אבל גם אחרי-זה קשה,אך אפשרי!!!!!!!!!!!!",9,10.0,7.0,9
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"תחום ההנדסה עניין אותי מאז ומתמיד, בחירת המסלול היתה צעד טבעי.","היה חסר יותר פרקטיקה, שדרושה כאשר משתלבים בתעשיה.","תואר מצוין, היחיד שמתחרה בו הוא התואר המקביל מהטכניון.",ללמוד כי רוצים ולא כי יש ביקוש למקצוע או משכורות גבוהות.,8,1.0,7.0,8
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"למדתי אלקטרוניקה כבר בתיכון, וההמשך היה טבעי.","אופי העבודה, והאיזון בין עבודה לחיים פרטיים שונים מכפי שציפיתי בתחילה - אופי העבודה לא תואם לחלוטין לתוכן הקורסים הנלמדים בתואר.","סיפק לי את הכלים שהיה צריך, אך המתאם בין תוכן הקורסים לעבודה המעשית מעט נמוך, והיחס לסטודנטים לא היה טוב.","לדבר עם אנשים שכבר עובדים בתעשיה, ולתאם ציפיות.",8,5.0,5.0,8
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,טובה במתמטיקה אבל לא היו לי ציונים מספיק גבוהים להנדסת מחשבים,הרבה מבוא ומעט עבודה מעשית,התואר מקיף מאד ומעודד מחשבה עצמאית ובהחלט פותח דלתות לתעשייה אך הרקע המעשי שמקבל הסטודנט דורש השלמה ולכן חברות יעדיפו לקחת כבר מישהו עם ניסיון.,"בשנה הרביעית, כשהעומס קצת ירד, להתחיל למצוא עבודה אפילו של פעם בשבוע כדי שיהיה בקורות חיים קצת ניסיון.
בנוסף, תשוטטו בין המעבדות ותדברו עם הסטודנטים שעובדים שם וגם עם המרצים. סתם שיחות מיסדרון יכולות לסדר לכם דברים בראש ולעזור לכם להחליט אם אתם בכיוון שאליו רציתם לפנות.",6,5.0,7.0,6
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"מאוד רציתי רפואה, הציונים לא עמדו בדרישות, הלכתי על הנדסה כאופציה ב'- תואר יוקרתי עם הרבה ביקוש","כרגע מאוד משעמם אותי המקצוע, הקושי גדול, והיחס של האוניברסיטה ככה ככה",כיתות עמוסות!!,תיכנסו לזה רק אם אתם מוכנים לוותר על כמה שנים מהחיים זה תובעני,5,1.0,1.0,8
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,עניין בתחומים שהתואר מכסה והזדמנויות בשוק העבודה.,"בשלב מוקדם זה קשה לומר, אך נראה לי שכן.","חלק מהמתרגלים טובים יותר וחלק פחות, אצל הטובים ביניהם הכיתה עמוסה בסטודנטים.
רמת התרגולים דיי טובה, אבל לרוב היא חזרה על השיעור, בחלקם על חשבון הצגת דרכי התמודדות עם בעיות ותרגילים.",לרענן את הפיזיקה והמתמטיקה לפני שמתחיל הקורס.,7,5.0,5.0,7
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"זהו מסלול לימודים מרתק, המשלב לימודי מתמטיקה, פיזיקה, ואלקטרוניקה, ובסוף מגיע לרכיבים זעירים המצויים היום בכל מכשיר חשמלי בו אנו משתמשים. אני מאוד אוהב את התחום ורוצה לעסוק בו.","בהחלט. אני מרגיש מאותגר, לא קל ללמוד הכל, אך אם מנסים להבין וליהנות, ולא רק לסיים את התואר, זה ממש מעניין.","לרוב מעולה, פה ושם נתקלים במתרגלים לא טובים שלא עובדים מסודר, ולא ממש יודעים איך ללמד. רובם לא כאלה.","פנו את השנתיים הראשונות להתרכז בלימודים, תתחילו לעבוד משנה ג' כדי לצבור נסיון.",8,10.0,1.0,8
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,זיקה לתחום ששירתתי בצבא,כלל התחומים ששיערתי שהתואר ייגע בהם נלמדים בתואר הזה.,"רמת המתרגלים גבוהה מאוד, יש אופציה לשיעורי עזר. הבעיה העיקרית היא בכמות התלמידים בכל הרצאה.",להתחבר לכמה שיותר סטודנטים שניתן. הם יעזרו לכם באמת שתהיו בבעיה.,6,4.0,5.0,6
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,מסלול קשה ומאתגר ויש בזה מלא כסף,"ידעתי מראש מה אני הולך ללמוד וצפיתי שזה יהיה קשה, וכן","יש מלא סטודנטים בהרצאות ואם אתה יושב מאחורה אז עדיף לך לצאת. המתרגילים רובם טובים חלקם מבולבלים, שיעורי עזר ממליץ בחום וכדאי לנסות לקחת עם כמה מורים",לחרוש.. וללמוד כל הזמן למבחן ולעשות שיעורי בית.. ותלמדו מהנסיון שלכם ואל תקשיבו לכל אחד שמספר לכם משהו ..יכול להיות שזה לא רלוונטי לכם,7,10.0,10.0,7
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"מקצוע ריאלי, שאינו בפקולטה למדעים מדויקים, לא תואר קשה כמו פיזיקה/מתמטיקה.",התואר דורש הרבה מאוד השקעה.,"הרצאות של עד 160 איש, רמת מתרגלים משתנה מטובים מאוד לגרועים.",לחשוב טוב אם מוכנים להשקיע כמות נכבדת מאוד של השעות ביממה ללימודים.,5,6.0,1.0,5
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,יש לזה המון ביקוש וזה נושא מגוון מאוד.,"אין לי עניין בלימודים. אף לא בקורס אחד.
אבל יש עבודות מאוד מעניינות אם מצליחים ליפול על משהו שמתאים לך.",וזה רק בגלל שאני סמסטר אביב מה שאומר שהכיתות שלנו יותר קטנות. וגם בגלל שלמתרגלים מאוד איכפת והם לעומת המרצים דווקא יותר נותנים מעצמם.,"אל.
פשוט אל.",8,6.0,1.0,8
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,אוהב חשמל ואלקטרוניקה,מרצים ומתרגלי מתנשאים בחלקם שלא תמיד מעבירים את החומר בצורה ברורה ומלאה,מתרגלים לפעמים לא יודעים מעבר למה שהם צריכים להעביר בתרגול,"להשקיע המון ולא להשאיר לאח""כ",6,1.0,1.0,6
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,זהו מסלול מעניין ומאתגר הפותח אופציות רבות בעתיד ביציאה לשוק העבודה,"כרגע אני רק בשנה הראשונה, אך לדעתי בהמשך הלימודים יתחילו לעניין אותי יותר","המתרגלים מנסים לעזור כמה שיותר אך לא תמיד בהצלחה, שיעורי הבית סבירים ולא קשים במיוחד אך כמו הסטודנטים בהרצאות רב מידי.","להגיע בראש של- ""תחשוב טוב, יהיה טוב"" לא להילחץ יותר מידי בהתחלה ולאט לאט העניינים יזרמו.",7,5.0,6.0,7
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,אוהב את התחום,"אוהב מקצועות ריאלים,עד עכשיו רוב הקורסים הם כאלו","הרוב מעבירים את התירגול בצורה טובה,חלק לוקים ביכולת להסביר את החומר","תני מעצמכם את המקסימום,אבל,תתנו גם זמן לעצמכם,למה שעושה לכם טוב",8,4.0,1.0,8
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"עניין אותי, ראיתי שצריך עכשיו מהנדסי חשמל בשוק העבודה אז הלכתי על זה","יותר קשה ממה שציפיתי, אבל אכן מעניין מאוד","כפי שנאמר קודם, כל המתרגלים היו מקצועיים מבחינת ידע החומר, וכן לגבי סנכרון התרגול עם השיער פרט למתרגל אחד. כמות הסטודנטים בתרגולים בדרך כלל גדולה יותר מבשיעורים, ולעיתים אף באופן משמעותי.","להשקיע ולא לעשות הרבה שטויות במהלך הסמסטר-אתם תתחרטו!
וגם להעביר את כל המשחקים והסדרות על המחשב לכונן אחר ושאיזה חבר יחביא לכם אותו עד סוף השנה, ולקבוע לעצמכם יומיים של בילויים ובכל השאר תשקיעו טוב טוב טוב בלימודים!",9,10.0,5.0,9
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,"בשביל הכסף אח""כ",יש כסף בסף התואר,המתרגלים טעונים שיפור,לברוח מהר! אלא אם כן הם ממש אוהבים כסף ומוכנים לסבול.,4,5.0,6.0,8
אוניברסיטת תל אביב,הנדסת חשמל ואלקטרוניקה,תמיד התעניינתי ואהבתי את מה שקשור לחשמל...,זהו מקצוע שתמיד חלמתי עליו!,המתרגלים באמת עושים מאמץ גדול כדי לעזור לסטודנטים להבין את החומר,להשקיע בלימודים!!!!!!!!!!!!!,8,10.0,10.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,שני התחומים מאד עניינו אותי ורציתי גם לבדוק את השילוב ביניהם,שילוב בין היסטוריה ותיאטרון היה מסקרן והרבה פעמים איפשר להסתכל על הדברים מזוויות שונות,רוב הקורסים שלמדתי הצליחו לגרות את הסקרנות שלי ולהעמיק את הידע הקיים.,להאזר בסבלנות ולהיות מוכן לגלות דברים מעניינים בקצב מסחרר,8,10.0,9.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,מדובר בתחום שאני רוצה לעסוק בו בחיי,הייתי מעוניינת ביותר קורסים מעשיים.,ברמה הכללית בסדר אבל אין ממש שיעורי עזר או תרגול בתחום זה,ללכת לתחום התיאטרון הקהילתי זהו התחום החזק ביותר של המוסד,5,10.0,5.0,8
אוניברסיטת תל אביב,אומנות התיאטרון,מאז ומתמיד הלכתי לראות הצגות..העולם הזה משך אותי,כן,סבבה,"תואר כייפי, לא שגרתי, לפעמים קצת שכונה, למה לא..",7,1.0,1.0,7
אוניברסיטת תל אביב,אומנות התיאטרון,מתוך אהבה לתחום ורצון לחקור אותו ולהתמקצע בו,"לרוב מרגישה שכן, יש תמיד מקום לשיפור",תמיד יש מקום לשפר.,"התואר באמנות התאטרון באוניברסיטה מיועד למי שרוצה באמת ללמוד על המקצוע בהיבט רחב, להתנסות בבימוי, משחק, כתיבה והפקה.
זהו לא בית ספר למשחק אלא פלטפורמה להתנסות, לחוות, ללמוד ולצאת עם תואר ראשון ביד.",8,10.0,10.0,8
